t_s,pwm,power_w,t_sense_c,t_die_c,rpm
9.500,29.8039,150.0000,28.5000,32.8683,4464.65
9.600,29.8039,150.0000,28.5625,32.9384,4465.04
9.700,29.8039,150.0000,28.7500,33.0084,4465.41
9.800,29.8039,150.0000,28.7500,33.0782,4465.76
9.900,29.8039,150.0000,28.8750,33.1478,4466.08
10.000,29.8039,150.0000,28.8750,33.2173,4466.38
10.100,29.8039,150.0000,29.0000,33.2866,4466.66
10.200,29.8039,150.0000,29.0625,33.3557,4466.92
10.300,29.8039,150.0000,29.1250,33.4248,4467.17
10.400,29.8039,150.0000,29.2500,33.4936,4467.40
10.500,29.8039,150.0000,29.3125,33.5623,4467.61
10.600,29.8039,150.0000,29.3125,33.6308,4467.81
10.700,29.8039,150.0000,29.5625,33.6992,4467.99
10.800,29.8039,150.0000,29.5625,33.7675,4468.17
10.900,29.8039,150.0000,29.5625,33.8356,4468.33
11.000,29.8039,150.0000,29.7500,33.9035,4468.48
11.100,29.8039,150.0000,29.6875,33.9713,4468.62
11.200,29.8039,150.0000,29.7500,34.0389,4468.75
11.300,29.8039,150.0000,30.0000,34.1064,4468.87
11.400,29.8039,150.0000,29.9375,34.1737,4468.99
11.500,29.8039,150.0000,30.1250,34.2409,4469.09
11.600,29.8039,150.0000,30.0000,34.3079,4469.19
11.700,29.8039,150.0000,30.1250,34.3748,4469.29
11.800,29.8039,150.0000,30.2500,34.4415,4469.37
11.900,29.8039,150.0000,30.3125,34.5081,4469.45
12.000,29.8039,150.0000,30.3750,34.5746,4469.53
12.100,29.8039,150.0000,30.5000,34.6408,4469.60
12.200,29.8039,150.0000,30.5000,34.7070,4469.67
12.300,29.8039,150.0000,30.5625,34.7730,4469.73
12.400,29.8039,150.0000,30.6875,34.8388,4469.78
12.500,29.8039,150.0000,30.7500,34.9045,4469.84
12.600,29.8039,150.0000,30.8125,34.9701,4469.89
12.700,29.8039,150.0000,30.8750,35.0355,4469.93
12.800,29.8039,150.0000,31.0000,35.1007,4469.98
12.900,29.8039,150.0000,31.0625,35.1658,4470.02
13.000,29.8039,150.0000,31.0625,35.2308,4470.06
13.100,29.8039,150.0000,31.1875,35.2956,4470.09
13.200,29.8039,150.0000,31.3125,35.3603,4470.13
13.300,29.8039,150.0000,31.4375,35.4249,4470.16
13.400,29.8039,150.0000,31.3750,35.4893,4470.19
13.500,29.8039,150.0000,31.5625,35.5535,4470.21
13.600,29.8039,150.0000,31.5000,35.6176,4470.24
13.700,29.8039,150.0000,31.6250,35.6816,4470.26
13.800,29.8039,150.0000,31.6875,35.7454,4470.28
13.900,29.8039,150.0000,31.6875,35.8091,4470.30
14.000,29.8039,150.0000,31.8125,35.8726,4470.32
14.100,29.8039,150.0000,31.9375,35.9360,4470.34
14.200,29.8039,150.0000,31.9375,35.9993,4470.36
14.300,29.8039,150.0000,32.0625,36.0624,4470.37
14.400,29.8039,150.0000,32.1250,36.1254,4470.39
14.500,29.8039,150.0000,32.1250,36.1882,4470.40
14.600,29.8039,150.0000,32.2500,36.2509,4470.41
14.700,29.8039,150.0000,32.3750,36.3135,4470.42
14.800,29.8039,150.0000,32.4375,36.3759,4470.43
14.900,29.8039,150.0000,32.5625,36.4382,4470.45
15.000,29.8039,150.0000,32.6250,36.5003,4470.45
15.100,29.8039,150.0000,32.5625,36.5623,4470.46
15.200,29.8039,150.0000,32.7500,36.6242,4470.47
15.300,29.8039,150.0000,32.7500,36.6859,4470.48
15.400,29.8039,150.0000,32.8750,36.7475,4470.49
15.500,29.8039,150.0000,32.8750,36.8089,4470.49
15.600,29.8039,150.0000,33.0625,36.8702,4470.50
15.700,29.8039,150.0000,33.0000,36.9314,4470.51
15.800,29.8039,150.0000,33.0625,36.9925,4470.51
15.900,29.8039,150.0000,33.2500,37.0534,4470.52
16.000,29.8039,150.0000,33.1875,37.1141,4470.52
16.100,29.8039,150.0000,33.3125,37.1748,4470.53
16.200,29.8039,150.0000,33.3750,37.2353,4470.53
16.300,29.8039,150.0000,33.4375,37.2957,4470.53
16.400,29.8039,150.0000,33.5000,37.3559,4470.54
16.500,29.8039,150.0000,33.6250,37.4160,4470.54
16.600,29.8039,150.0000,33.6250,37.4760,4470.54
16.700,29.8039,150.0000,33.7500,37.5358,4470.55
16.800,29.8039,150.0000,33.7500,37.5955,4470.55
16.900,29.8039,150.0000,33.8125,37.6551,4470.55
17.000,29.8039,150.0000,33.9375,37.7145,4470.55
17.100,29.8039,150.0000,34.0000,37.7738,4470.56
17.200,29.8039,150.0000,34.0625,37.8330,4470.56
17.300,29.8039,150.0000,34.0000,37.8920,4470.56
17.400,29.8039,150.0000,34.1875,37.9509,4470.56
17.500,29.8039,150.0000,34.1875,38.0097,4470.56
17.600,29.8039,150.0000,34.3125,38.0683,4470.57
17.700,29.8039,150.0000,34.4375,38.1269,4470.57
17.800,29.8039,150.0000,34.4375,38.1853,4470.57
17.900,29.8039,150.0000,34.4375,38.2435,4470.57
18.000,29.8039,150.0000,34.5625,38.3016,4470.57
18.100,29.8039,150.0000,34.6875,38.3596,4470.57
18.200,29.8039,150.0000,34.6250,38.4175,4470.57
18.300,29.8039,150.0000,34.7500,38.4752,4470.57
18.400,29.8039,150.0000,34.8125,38.5329,4470.58
18.500,29.8039,150.0000,34.9375,38.5903,4470.58
18.600,29.8039,150.0000,35.0000,38.6477,4470.58
18.700,29.8039,150.0000,35.0625,38.7049,4470.58
18.800,29.8039,150.0000,35.1250,38.7620,4470.58
18.900,29.8039,150.0000,35.1250,38.8190,4470.58
19.000,29.8039,150.0000,35.2500,38.8759,4470.58
19.100,29.8039,150.0000,35.2500,38.9326,4470.58
19.200,29.8039,150.0000,35.3125,38.9892,4470.58
19.300,29.8039,150.0000,35.4375,39.0456,4470.58
19.400,29.8039,150.0000,35.4375,39.1020,4470.58
19.500,29.8039,150.0000,35.5625,39.1582,4470.58
19.600,29.8039,150.0000,35.6875,39.2143,4470.58
19.700,29.8039,150.0000,35.6250,39.2703,4470.58
19.800,29.8039,150.0000,35.7500,39.3261,4470.58
19.900,29.8039,150.0000,35.8125,39.3818,4470.58
20.000,29.8039,150.0000,35.8750,39.4374,4470.58
20.100,29.8039,150.0000,35.9375,39.4929,4470.58
20.200,29.8039,150.0000,36.0000,39.5483,4470.58
20.300,29.8039,150.0000,36.0625,39.6035,4470.58
20.400,29.8039,150.0000,36.0625,39.6586,4470.59
20.500,29.8039,150.0000,36.1250,39.7136,4470.59
20.600,29.8039,150.0000,36.3125,39.7684,4470.59
20.700,29.8039,150.0000,36.3750,39.8232,4470.59
20.800,29.8039,150.0000,36.3750,39.8778,4470.59
20.900,29.8039,150.0000,36.4375,39.9323,4470.59
21.000,29.8039,150.0000,36.3750,39.9867,4470.59
21.100,29.8039,150.0000,36.5625,40.0409,4470.59
21.200,29.8039,150.0000,36.5625,40.0951,4470.59
21.300,29.8039,150.0000,36.6875,40.1491,4470.59
21.400,29.8039,150.0000,36.6875,40.2030,4470.59
21.500,29.8039,150.0000,36.8125,40.2567,4470.59
21.600,29.8039,150.0000,36.9375,40.3104,4470.59
21.700,29.8039,150.0000,36.8750,40.3639,4470.59
21.800,29.8039,150.0000,37.0000,40.4173,4470.59
21.900,29.8039,150.0000,37.0625,40.4706,4470.59
22.000,29.8039,150.0000,37.1250,40.5238,4470.59
22.100,29.8039,150.0000,37.0625,40.5769,4470.59
22.200,29.8039,150.0000,37.2500,40.6298,4470.59
22.300,29.8039,150.0000,37.3125,40.6827,4470.59
22.400,29.8039,150.0000,37.3125,40.7354,4470.59
22.500,29.8039,150.0000,37.4375,40.7879,4470.59
22.600,29.8039,150.0000,37.5625,40.8404,4470.59
22.700,29.8039,150.0000,37.5625,40.8928,4470.59
22.800,29.8039,150.0000,37.5625,40.9450,4470.59
22.900,29.8039,150.0000,37.6875,40.9971,4470.59
23.000,29.8039,150.0000,37.6875,41.0492,4470.59
23.100,29.8039,150.0000,37.8125,41.1010,4470.59
23.200,29.8039,150.0000,37.8750,41.1528,4470.59
23.300,29.8039,150.0000,37.8750,41.2045,4470.59
23.400,29.8039,150.0000,38.0000,41.2560,4470.59
23.500,29.8039,150.0000,38.0000,41.3075,4470.59
23.600,29.8039,150.0000,38.0625,41.3588,4470.59
23.700,29.8039,150.0000,38.1250,41.4100,4470.59
23.800,29.8039,150.0000,38.0625,41.4611,4470.59
23.900,29.8039,150.0000,38.3750,41.5121,4470.59
24.000,29.8039,150.0000,38.3125,41.5629,4470.59
24.100,29.8039,150.0000,38.3125,41.6137,4470.59
24.200,29.8039,150.0000,38.3125,41.6643,4470.59
24.300,29.8039,150.0000,38.4375,41.7148,4470.59
24.400,29.8039,150.0000,38.5625,41.7653,4470.59
24.500,29.8039,150.0000,38.5625,41.8156,4470.59
24.600,29.8039,150.0000,38.6250,41.8657,4470.59
24.700,29.8039,150.0000,38.6875,41.9158,4470.59
24.800,29.8039,150.0000,38.7500,41.9658,4470.59
24.900,29.8039,150.0000,38.7500,42.0156,4470.59
25.000,29.8039,150.0000,38.9375,42.0654,4470.59
25.100,29.8039,150.0000,38.9375,42.1150,4470.59
25.200,29.8039,150.0000,38.9375,42.1646,4470.59
25.300,29.8039,150.0000,39.0625,42.2140,4470.59
25.400,29.8039,150.0000,39.1250,42.2633,4470.59
25.500,29.8039,150.0000,39.1250,42.3125,4470.59
25.600,29.8039,150.0000,39.1875,42.3616,4470.59
25.700,29.8039,150.0000,39.1875,42.4105,4470.59
25.800,29.8039,150.0000,39.2500,42.4594,4470.59
25.900,29.8039,150.0000,39.4375,42.5082,4470.59
26.000,29.8039,150.0000,39.3750,42.5568,4470.59
26.100,29.8039,150.0000,39.5000,42.6053,4470.59
26.200,29.8039,150.0000,39.5000,42.6538,4470.59
26.300,29.8039,150.0000,39.6250,42.7021,4470.59
26.400,29.8039,150.0000,39.5625,42.7503,4470.59
26.500,29.8039,150.0000,39.7500,42.7984,4470.59
26.600,29.8039,150.0000,39.7500,42.8464,4470.59
26.700,29.8039,150.0000,39.8750,42.8943,4470.59
26.800,29.8039,150.0000,39.9375,42.9421,4470.59
26.900,29.8039,150.0000,40.0000,42.9898,4470.59
27.000,29.8039,150.0000,39.9375,43.0374,4470.59
27.100,29.8039,150.0000,40.0000,43.0849,4470.59
27.200,29.8039,150.0000,40.1250,43.1323,4470.59
27.300,29.8039,150.0000,40.1875,43.1795,4470.59
27.400,29.8039,150.0000,40.3125,43.2267,4470.59
27.500,29.8039,150.0000,40.2500,43.2737,4470.59
27.600,29.8039,150.0000,40.3125,43.3207,4470.59
27.700,29.8039,150.0000,40.3125,43.3675,4470.59
27.800,29.8039,150.0000,40.4375,43.4143,4470.59
27.900,29.8039,150.0000,40.5000,43.4609,4470.59
28.000,29.8039,150.0000,40.4375,43.5074,4470.59
28.100,29.8039,150.0000,40.6250,43.5539,4470.59
28.200,29.8039,150.0000,40.6250,43.6002,4470.59
28.300,29.8039,150.0000,40.7500,43.6464,4470.59
28.400,29.8039,150.0000,40.7500,43.6925,4470.59
28.500,29.8039,150.0000,40.8125,43.7386,4470.59
28.600,29.8039,150.0000,40.8750,43.7845,4470.59
28.700,29.8039,150.0000,40.8750,43.8303,4470.59
28.800,29.8039,150.0000,41.0000,43.8760,4470.59
28.900,29.8039,150.0000,40.9375,43.9216,4470.59
29.000,29.8039,150.0000,41.0625,43.9671,4470.59
29.100,29.8039,150.0000,41.1875,44.0125,4470.59
29.200,29.8039,150.0000,41.1875,44.0578,4470.59
29.300,29.8039,150.0000,41.1875,44.1030,4470.59
29.400,29.8039,150.0000,41.1875,44.1482,4470.59
29.500,29.8039,150.0000,41.3125,44.1932,4470.59
29.600,29.8039,150.0000,41.2500,44.2381,4470.59
29.700,29.8039,150.0000,41.3750,44.2829,4470.59
29.800,29.8039,150.0000,41.5000,44.3276,4470.59
29.900,29.8039,150.0000,41.4375,44.3722,4470.59
30.000,29.8039,150.0000,41.5625,44.4167,4470.59
30.100,29.8039,150.0000,41.6875,44.4611,4470.59
30.200,29.8039,150.0000,41.6250,44.5054,4470.59
30.300,29.8039,150.0000,41.7500,44.5496,4470.59
30.400,29.8039,150.0000,41.6875,44.5937,4470.59
30.500,29.8039,150.0000,41.8125,44.6378,4470.59
30.600,29.8039,150.0000,41.9375,44.6817,4470.59
30.700,29.8039,150.0000,41.9375,44.7255,4470.59
30.800,29.8039,150.0000,41.9375,44.7692,4470.59
30.900,29.8039,150.0000,42.0000,44.8128,4470.59
31.000,29.8039,150.0000,42.0000,44.8564,4470.59
31.100,29.8039,150.0000,42.1875,44.8998,4470.59
31.200,29.8039,150.0000,42.1250,44.9431,4470.59
31.300,29.8039,150.0000,42.2500,44.9864,4470.59
31.400,29.8039,150.0000,42.2500,45.0295,4470.59
31.500,29.8039,150.0000,42.3125,45.0726,4470.59
31.600,29.8039,150.0000,42.4375,45.1155,4470.59
31.700,29.8039,150.0000,42.4375,45.1584,4470.59
31.800,29.8039,150.0000,42.3750,45.2011,4470.59
31.900,29.8039,150.0000,42.5000,45.2438,4470.59
32.000,29.8039,150.0000,42.5000,45.2864,4470.59
32.100,29.8039,150.0000,42.5000,45.3289,4470.59
32.200,29.8039,150.0000,42.6875,45.3712,4470.59
32.300,29.8039,150.0000,42.6875,45.4135,4470.59
32.400,29.8039,150.0000,42.8125,45.4557,4470.59
32.500,29.8039,150.0000,42.7500,45.4978,4470.59
32.600,29.8039,150.0000,42.8750,45.5398,4470.59
32.700,29.8039,150.0000,42.9375,45.5817,4470.59
32.800,29.8039,150.0000,43.0000,45.6236,4470.59
32.900,29.8039,150.0000,43.0625,45.6653,4470.59
33.000,29.8039,150.0000,42.9375,45.7069,4470.59
33.100,29.8039,150.0000,43.1250,45.7485,4470.59
33.200,29.8039,150.0000,43.1875,45.7899,4470.59
33.300,29.8039,150.0000,43.1875,45.8313,4470.59
33.400,29.8039,150.0000,43.2500,45.8725,4470.59
33.500,29.8039,150.0000,43.3125,45.9137,4470.59
33.600,29.8039,150.0000,43.3125,45.9548,4470.59
33.700,29.8039,150.0000,43.3750,45.9958,4470.59
33.800,29.8039,150.0000,43.4375,46.0367,4470.59
33.900,29.8039,150.0000,43.5625,46.0775,4470.59
34.000,29.8039,150.0000,43.5000,46.1182,4470.59
34.100,29.8039,150.0000,43.5000,46.1589,4470.59
34.200,29.8039,150.0000,43.6250,46.1994,4470.59
34.300,29.8039,150.0000,43.6875,46.2398,4470.59
34.400,29.8039,150.0000,43.8125,46.2802,4470.59
34.500,29.8039,150.0000,43.7500,46.3205,4470.59
34.600,29.8039,150.0000,43.8125,46.3606,4470.59
34.700,29.8039,150.0000,43.8125,46.4007,4470.59
34.800,29.8039,150.0000,43.8750,46.4407,4470.59
34.900,29.8039,150.0000,43.9375,46.4806,4470.59
35.000,29.8039,150.0000,44.0000,46.5205,4470.59
35.100,29.8039,150.0000,44.0000,46.5602,4470.59
35.200,29.8039,150.0000,44.0000,46.5998,4470.59
35.300,29.8039,150.0000,44.1250,46.6394,4470.59
35.400,29.8039,150.0000,44.1250,46.6789,4470.59
35.500,29.8039,150.0000,44.3125,46.7183,4470.59
35.600,29.8039,150.0000,44.2500,46.7576,4470.59
35.700,29.8039,150.0000,44.3125,46.7968,4470.59
35.800,29.8039,150.0000,44.2500,46.8359,4470.59
35.900,29.8039,150.0000,44.3750,46.8749,4470.59
36.000,29.8039,150.0000,44.5000,46.9139,4470.59
36.100,29.8039,150.0000,44.4375,46.9527,4470.59
36.200,29.8039,150.0000,44.5000,46.9915,4470.59
36.300,29.8039,150.0000,44.5625,47.0302,4470.59
36.400,29.8039,150.0000,44.6875,47.0688,4470.59
36.500,29.8039,150.0000,44.6250,47.1073,4470.59
36.600,29.8039,150.0000,44.6875,47.1457,4470.59
36.700,29.8039,150.0000,44.6875,47.1841,4470.59
36.800,29.8039,150.0000,44.6875,47.2223,4470.59
36.900,29.8039,150.0000,44.8125,47.2605,4470.59
37.000,29.8039,150.0000,44.8750,47.2986,4470.59
37.100,29.8039,150.0000,44.9375,47.3366,4470.59
37.200,29.8039,150.0000,45.0000,47.3745,4470.59
37.300,29.8039,150.0000,45.0000,47.4124,4470.59
37.400,29.8039,150.0000,45.0625,47.4501,4470.59
37.500,29.8039,150.0000,45.0625,47.4878,4470.59
37.600,29.8039,150.0000,45.1250,47.5254,4470.59
37.700,29.8039,150.0000,45.2500,47.5629,4470.59
37.800,29.8039,150.0000,45.1250,47.6003,4470.59
37.900,29.8039,150.0000,45.3125,47.6376,4470.59
38.000,29.8039,150.0000,45.2500,47.6749,4470.59
38.100,29.8039,150.0000,45.3750,47.7120,4470.59
38.200,29.8039,150.0000,45.3125,47.7491,4470.59
38.300,29.8039,150.0000,45.3750,47.7861,4470.59
38.400,29.8039,150.0000,45.4375,47.8231,4470.59
38.500,29.8039,150.0000,45.5000,47.8599,4470.59
38.600,29.8039,150.0000,45.5000,47.8967,4470.59
38.700,29.8039,150.0000,45.5000,47.9333,4470.59
38.800,29.8039,150.0000,45.5000,47.9699,4470.59
38.900,29.8039,150.0000,45.6250,48.0064,4470.59
39.000,29.8039,150.0000,45.7500,48.0429,4470.59
39.100,29.8039,150.0000,45.7500,48.0792,4470.59
39.200,29.8039,150.0000,45.8125,48.1155,4470.59
39.300,29.8039,150.0000,45.7500,48.1517,4470.59
39.400,29.8039,150.0000,45.8125,48.1878,4470.59
39.500,29.8039,150.0000,45.8750,48.2238,4470.59
39.600,29.8039,150.0000,46.0000,48.2598,4470.59
39.700,29.8039,150.0000,45.9375,48.2956,4470.59
39.800,29.8039,150.0000,46.1250,48.3314,4470.59
39.900,29.8039,150.0000,46.1250,48.3671,4470.59
40.000,29.8039,150.0000,46.1250,48.4028,4470.59
40.100,29.8039,150.0000,46.1875,48.4383,4470.59
40.200,29.8039,150.0000,46.2500,48.4738,4470.59
40.300,29.8039,150.0000,46.2500,48.5092,4470.59
40.400,29.8039,150.0000,46.1875,48.5445,4470.59
40.500,29.8039,150.0000,46.3125,48.5797,4470.59
40.600,29.8039,150.0000,46.3750,48.6149,4470.59
40.700,29.8039,150.0000,46.3750,48.6500,4470.59
40.800,29.8039,150.0000,46.4375,48.6850,4470.59
40.900,29.8039,150.0000,46.4375,48.7199,4470.59
41.000,29.8039,150.0000,46.5625,48.7548,4470.59
41.100,29.8039,150.0000,46.5000,48.7895,4470.59
41.200,29.8039,150.0000,46.6875,48.8242,4470.59
41.300,29.8039,150.0000,46.5625,48.8588,4470.59
41.400,29.8039,150.0000,46.6250,48.8934,4470.59
41.500,29.8039,150.0000,46.6875,48.9278,4470.59
41.600,29.8039,150.0000,46.7500,48.9622,4470.59
41.700,29.8039,150.0000,46.7500,48.9965,4470.59
41.800,29.8039,150.0000,46.8125,49.0308,4470.59
41.900,29.8039,150.0000,46.8750,49.0649,4470.59
42.000,29.8039,150.0000,46.9375,49.0990,4470.59
42.100,29.8039,150.0000,46.9375,49.1330,4470.59
42.200,29.8039,150.0000,47.0000,49.1669,4470.59
42.300,29.8039,150.0000,47.0625,49.2008,4470.59
42.400,29.8039,150.0000,47.0000,49.2346,4470.59
42.500,29.8039,150.0000,47.0000,49.2683,4470.59
42.600,29.8039,150.0000,47.1875,49.3019,4470.59
42.700,29.8039,150.0000,47.1875,49.3354,4470.59
42.800,29.8039,150.0000,47.2500,49.3689,4470.59
42.900,29.8039,150.0000,47.3125,49.4023,4470.59
43.000,29.8039,150.0000,47.2500,49.4357,4470.59
43.100,29.8039,150.0000,47.3750,49.4689,4470.59
43.200,29.8039,150.0000,47.4375,49.5021,4470.59
43.300,29.8039,150.0000,47.3125,49.5352,4470.59
43.400,29.8039,150.0000,47.4375,49.5682,4470.59
43.500,29.8039,150.0000,47.6250,49.6012,4470.59
43.600,29.8039,150.0000,47.5000,49.6341,4470.59
43.700,29.8039,150.0000,47.6250,49.6669,4470.59
43.800,29.8039,150.0000,47.6875,49.6997,4470.59
43.900,29.8039,150.0000,47.6250,49.7323,4470.59
44.000,29.8039,150.0000,47.6250,49.7649,4470.59
44.100,29.8039,150.0000,47.7500,49.7974,4470.59
44.200,29.8039,150.0000,47.7500,49.8299,4470.59
44.300,29.8039,150.0000,47.6875,49.8623,4470.59
44.400,29.8039,150.0000,47.8125,49.8946,4470.59
44.500,29.8039,150.0000,47.7500,49.9268,4470.59
44.600,29.8039,150.0000,47.8750,49.9590,4470.59
44.700,29.8039,150.0000,47.9375,49.9911,4470.59
44.800,29.8039,150.0000,47.9375,50.0231,4470.59
44.900,29.8039,150.0000,48.0625,50.0551,4470.59
45.000,29.8039,150.0000,48.0000,50.0869,4470.59
45.100,29.8039,150.0000,48.0625,50.1187,4470.59
45.200,29.8039,150.0000,48.0000,50.1505,4470.59
45.300,29.8039,150.0000,48.1875,50.1821,4470.59
45.400,29.8039,150.0000,48.2500,50.2137,4470.59
45.500,29.8039,150.0000,48.2500,50.2453,4470.59
45.600,29.8039,150.0000,48.3125,50.2767,4470.59
45.700,29.8039,150.0000,48.3750,50.3081,4470.59
45.800,29.8039,150.0000,48.3750,50.3394,4470.59
45.900,29.8039,150.0000,48.3125,50.3707,4470.59
46.000,29.8039,150.0000,48.5000,50.4019,4470.59
46.100,29.8039,150.0000,48.5000,50.4330,4470.59
46.200,29.8039,150.0000,48.4375,50.4640,4470.59
46.300,29.8039,150.0000,48.5000,50.4950,4470.59
46.400,29.8039,150.0000,48.4375,50.5259,4470.59
46.500,29.8039,150.0000,48.4375,50.5567,4470.59
46.600,29.8039,150.0000,48.5625,50.5875,4470.59
46.700,29.8039,150.0000,48.6875,50.6182,4470.59
46.800,29.8039,150.0000,48.7500,50.6488,4470.59
46.900,29.8039,150.0000,48.6875,50.6794,4470.59
47.000,29.8039,150.0000,48.8125,50.7099,4470.59
47.100,29.8039,150.0000,48.8125,50.7403,4470.59
47.200,29.8039,150.0000,48.6875,50.7706,4470.59
47.300,29.8039,150.0000,48.9375,50.8009,4470.59
47.400,29.8039,150.0000,48.8125,50.8312,4470.59
47.500,29.8039,150.0000,48.8750,50.8613,4470.59
47.600,29.8039,150.0000,48.9375,50.8914,4470.59
47.700,29.8039,150.0000,48.9375,50.9214,4470.59
47.800,29.8039,150.0000,49.0625,50.9514,4470.59
47.900,29.8039,150.0000,49.0625,50.9813,4470.59
